;;;;
;OCORRENCIA;;;
TERRAPLENOS E CONTENÇÕES;Panela / Buraco;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Desplacamento;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Panela / Buraco;;;
PAVIMENTAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Afundamento local;;;
PAVIMENTAÇÃO;;;;
OPERAÇÃO;Paredes e forros;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
OPERAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;;;;
OPERAÇÃO;Sinalização deficiente;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
OPERAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Obstruído;;;
DRENAGEM OAC;Sujo;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Sujo;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Sem tampa;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;Obstruído;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Tampa danificada;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;Sujo;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Sujo;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Irregularidades no pavimento;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Erosão;;;
TERRAPLENOS E CONTENÇÕES;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;Sinalização vertical deficiente;;;
INTERSEÇÕES, ACESSOS E RETORNOS;Ausente;;;
SINALIZAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;;;;
OPERAÇÃO;Obstruído;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Sinalização horizontal deficiente;;;
INTERSEÇÕES, ACESSOS E RETORNOS;Película deficiente;;;
SINALIZAÇÃO;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
PAVIMENTAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Ausente;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Erosão;;;
TERRAPLENOS E CONTENÇÕES;Deságue deficiente;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Desplacamento;;;
PAVIMENTAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Afundamento local;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Ondulação/Corrugação;;;
PAVIMENTAÇÃO;Quebrada;;;
SINALIZAÇÃO;Trinca tipo 'Couro de Jacaré', FC-2;;;
PAVIMENTAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Afundamento local;;;
PAVIMENTAÇÃO;Apagada;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;Apagada;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;Apagada;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;Apagada;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;Apagada;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;Mau funcionamento;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;Apagada;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;Apagada;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;;;;
OPERAÇÃO;Amassada;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Fixação deficiente;;;
SINALIZAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Iluminação deficiente;;;
INTERSEÇÕES, ACESSOS E RETORNOS;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
OPERAÇÃO;Operando;;;
OPERAÇÃO;Irregularidades no pavimento;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Irregularidades no pavimento;;;
PAVIMENTAÇÃO;Irregularidades no pavimento;;;
PAVIMENTAÇÃO;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Afundamento local;;;
PAVIMENTAÇÃO;;;;
OBRA;Irregularidades no pavimento;;;
PAVIMENTAÇÃO;Irregularidades no pavimento;;;
PAVIMENTAÇÃO;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
OBRA;;;;
DRENAGEM OAC;Choque Defensa;;;
OPERAÇÃO;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Fraca / Desgastada;;;
SINALIZAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
OBRA;Ausente;;;
SINALIZAÇÃO;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Fraca / Desgastada;;;
SINALIZAÇÃO;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
OBRA;Fraca / Desgastada;;;
SINALIZAÇÃO;Quebrada;;;
SINALIZAÇÃO;Deságue deficiente;;;
DRENAGEM OAC;Desplacamento;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Sujo;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;;;;
OPERAÇÃO;Assoreado;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;;;;
OPERAÇÃO;;;;
PAVIMENTAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Acúmulo de vegetação;;;
DRENAGEM OAC;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
TERRAPLENOS E CONTENÇÕES;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Peças soltas ou danificadas;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
PAVIMENTAÇÃO;Ausente;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
PAVIMENTAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Peças soltas ou danificadas;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
OPERAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
PAVIMENTAÇÃO;Amassada;;;
SINALIZAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
OPERAÇÃO;;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
OPERAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;;;;
PAVIMENTAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Desnível na cabeceira;;;
OBRAS DE ARTE ESPECIAIS;Afundamento local;;;
PAVIMENTAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;;;;
OPERAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Ausente;;;
SINALIZAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Operando;;;
OPERAÇÃO;;;;
OBRAS DE ARTE ESPECIAIS;Sujeira Geral;;;
DRENAGEM OAC;;;;
OBRAS DE ARTE ESPECIAIS;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;Suja;;;
SINALIZAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Sujeira geral;;;
DRENAGEM OAC;Sujeira geral;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Capina deficiente;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Ausente;;;
SINALIZAÇÃO;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
OPERAÇÃO;Deságue deficiente;;;
DRENAGEM OAC;Configuração geométrica inadequada;;;
INTERSEÇÕES, ACESSOS E RETORNOS;Película deficiente;;;
SINALIZAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Deságue deficiente;;;
DRENAGEM OAC;;;;
OBRAS DE ARTE ESPECIAIS;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
OBRA;;;;
OPERAÇÃO;Operando;;;
OPERAÇÃO;;;;
OBRA;Operando;;;
OPERAÇÃO;Operando;;;
OPERAÇÃO;Operando;;;
OPERAÇÃO;Operando;;;
OPERAÇÃO;;;;
DRENAGEM OAC;Operando;;;
OPERAÇÃO;Operando;;;
OPERAÇÃO;Operando;;;
OPERAÇÃO;Operando;;;
OPERAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Trinca tipo 'Couro de Jacaré', FC-3;;;
PAVIMENTAÇÃO;Trinca tipo 'Couro de Jacaré', FC-3;;;
PAVIMENTAÇÃO;Trinca tipo 'Couro de Jacaré', FC-3;;;
PAVIMENTAÇÃO;;;;
OBRA;Trinca tipo 'Couro de Jacaré', FC-3;;;
PAVIMENTAÇÃO;Trinca tipo 'Couro de Jacaré', FC-3;;;
PAVIMENTAÇÃO;;;;
SINALIZAÇÃO;Trinca tipo 'Couro de Jacaré', FC-3;;;
PAVIMENTAÇÃO;Trinca tipo 'Couro de Jacaré', FC-3;;;
PAVIMENTAÇÃO;Fixação deficiente;;;
SINALIZAÇÃO;Trinca tipo 'Couro de Jacaré', FC-3;;;
PAVIMENTAÇÃO;Trinca tipo 'Couro de Jacaré', FC-3;;;
PAVIMENTAÇÃO;Trinca tipo 'Couro de Jacaré', FC-3;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Ausente;;;
SINALIZAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Panela / Buraco;;;
PAVIMENTAÇÃO;Deságue deficiente;;;
DRENAGEM OAC;;;;
PAVIMENTAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Danificado;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;;;;
OBRAS DE ARTE ESPECIAIS;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
OBRA;;;;
OBRA;;;;
OBRA;;;;
OBRA;;;;
OBRA;;;;
OBRA;;;;
OBRA;;;;
OBRA;;;;
OBRA;;;;
OBRA;Operando;;;
OPERAÇÃO;Operando;;;
OPERAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
OPERAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Irregularidades no pavimento;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Equipamento com falhas;;;
OPERAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Equipamento defeituoso;;;
OPERAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Operando;;;
OPERAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Operando;;;
OPERAÇÃO;Junta de dilatação deficiente;;;
OBRAS DE ARTE ESPECIAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Afundamento local;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
OPERAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Ancoragem deficiente;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Não funcional;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Ancoragem deficiente;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
SINALIZAÇÃO;Ausente;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
OPERAÇÃO;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Dispositivo de concreto danificado;;;
DRENAGEM OAC;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
OPERAÇÃO;;;;
OPERAÇÃO;Ausente;;;
SINALIZAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;Piso insatisfatório;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Buracos;;;
PAVIMENTAÇÃO;Equipamento com falhas;;;
OPERAÇÃO;Desgaste;;;
PAVIMENTAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;;;;
OPERAÇÃO;Deformações;;;
TERRAPLENOS E CONTENÇÕES;Buraco;;;
OBRAS DE ARTE ESPECIAIS;Equipamento com falhas;;;
OPERAÇÃO;Desgaste;;;
PAVIMENTAÇÃO;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Equipamento com falhas;;;
OPERAÇÃO;Desgaste;;;
PAVIMENTAÇÃO;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
PAVIMENTAÇÃO;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
OPERAÇÃO;;;;
OBRA;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
OBRA;;;;
OBRA;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
OBRA;;;;
OBRAS DE ARTE ESPECIAIS;;;;
OBRA;;;;
OBRA;;;;
OBRA;;;;
OBRA;;;;
OBRA;;;;
OBRA;Acúmulo de vegetação;;;
DRENAGEM OAC;Sujo;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Assoreado;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;;;;
OBRAS DE ARTE ESPECIAIS;Defensa sem ancoragem;;;
OBRAS DE ARTE ESPECIAIS;;;;
OBRAS DE ARTE ESPECIAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
OBRAS DE ARTE ESPECIAIS;;;;
OBRAS DE ARTE ESPECIAIS;;;;
SINALIZAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
OBRAS DE ARTE ESPECIAIS;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Defensa sem ancoragem;;;
OBRAS DE ARTE ESPECIAIS;;;;
SINALIZAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Defensa sem ancoragem;;;
OBRAS DE ARTE ESPECIAIS;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Desplacamento;;;
PAVIMENTAÇÃO;Não funcional;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Panela / Buraco;;;
PAVIMENTAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Deságue deficiente;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Quebrada;;;
SINALIZAÇÃO;Trinca longitudinal;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Trinca tipo 'Couro de Jacaré', FC-3;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Amassada;;;
SINALIZAÇÃO;;;;
SINALIZAÇÃO;Sinalização deficiente;;;
OBRA;Trinca tipo 'Couro de Jacaré', FC-3;;;
PAVIMENTAÇÃO;;;;
SINALIZAÇÃO;Sinalização deficiente;;;
OBRA;Sinalização deficiente;;;
OBRA;;;;
OBRA;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
OBRA;Ausente;;;
SINALIZAÇÃO;;;;
OPERAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
OBRA;Falta de elementos;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
OBRA;;;;
OPERAÇÃO;Ausente;;;
SINALIZAÇÃO;;;;
DRENAGEM OAC;Amassada;;;
SINALIZAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Amassada;;;
SINALIZAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Operando;;;
OPERAÇÃO;Ausente;;;
SINALIZAÇÃO;Quebrada;;;
SINALIZAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
OPERAÇÃO;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
OPERAÇÃO;Piso insatisfatório;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Danificado;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;;;;
OPERAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Fixação deficiente;;;
SINALIZAÇÃO;Errada;;;
SINALIZAÇÃO;;;;
OPERAÇÃO;;;;
DRENAGEM OAC;;;;
OPERAÇÃO;;;;
OPERAÇÃO;Desgaste;;;
PAVIMENTAÇÃO;Errada;;;
SINALIZAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Equipamento com falhas;;;
OPERAÇÃO;;;;
OPERAÇÃO;Desgaste;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Operando;;;
OPERAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Operando;;;
OPERAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Equipamento defeituoso;;;
OPERAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Desplacamento;;;
PAVIMENTAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
OPERAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Acúmulo de vegetação;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Operando;;;
OPERAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;;;;
OPERAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Desgaste;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
